bl_bi24latitude,bl_bi24longitude,bl_dw15,bl_dw16,bl_dw19,bl_dw20,bl_dw21,bl_dw23,bl_dw25,bl_dw31,bl_dw32,bl_dw33,bl_dw34,bl_dw36,bl_dw39,bl_dw40,bl_dw41,bl_dw42,bl_dw44,bl_dw45,bl_dw46,bl_dw47,bl_dw52,bl_dw53,bl_dw54,bl_dw56,bl_dw57,bl_dw59,bl_dw61,bl_dw63,bl_dw64,bl_dw72,bl_dw73,bl_sd13,bl_sd14,bl_sd15,bl_sd24_piazza,bl_sd24_leghar,bl_sd26,bl_sd27,bl_sd28,bl_sd33,bl_sd35,bl_sd36,bl_sd43,bl_sd45,bl_sd46,bl_sd48,bl_sd49,bl_sd50,bl_sd51,a01
8.6063957,39.123283,1,2,1,3,2,2,1,1,,,,,1,3,2,,5,5,2,,1,2,2,1,1,1,1,4,3,1,10,4,3,3,-888,-888,10,10,-888,1,1,2,2,.60000002,5,2,3,3,3,1875
8.6074505,39.123363,1,2,2,,2,2,2,1,,,,,1,3,2,,5,5,2,,1,2,2,1,1,1,1,1,4,1,10,5,3,3,-888,-888,-888,15,15,2,3,4,1,.40000001,5,4,2,3,3,1876
8.5915766,39.12434,1,2,1,2,1,2,2,1,,,,,1,3,1,4,1,2,2,,4,2,2,1,1,1,1,4,3,1,7,5,2,3,-888,-888,10,10,-888,2,1,2,1,1,20,2,2,2,2,1877
8.6035414,39.121529,1,2,1,2,1,2,2,1,,,,,1,3,1,16,3,5,2,,1,2,2,1,1,1,1,7,4,1,7,4,2,3,90,60,5,5,45,1,1,2,2,1,15,3,3,3,3,1878
8.6068354,39.122311,1,2,1,3,2,2,2,1,,,,,1,3,1,3,3,5,2,,1,2,2,1,1,1,1,2,2,1,10,3,2,2,-888,-888,10,10,-888,1,3,2,1,.30000001,5,2,2,2,2,1879
8.6049538,39.11993,1,2,1,4,2,2,2,1,,,,,1,3,1,2,5,5,2,,1,2,2,1,1,1,1,7,5,1,7,1,1,1,-888,-888,10,10,-888,1,3,3,2,2,20,3,3,3,3,1880
8.5942459,39.121628,1,2,2,,2,2,2,1,,,,,1,3,1,4,1,3,2,,1,2,2,1,1,1,1,2,4,1,10,3,2,2,90,85,5,5,60,2,2,3,2,.5,5,3,3,3,3,1881
8.6057024,39.12064,1,2,2,,2,2,2,1,,,,,1,3,1,3,5,5,2,,1,2,2,1,1,1,1,2,3,1,10,4,2,2,-888,-888,10,10,-888,1,3,2,1,.5,5,2,2,2,2,1882
8.6050711,39.12114,1,3,2,,2,2,2,1,,,,,1,3,2,,5,5,2,,1,2,2,1,1,1,1,1,2,1,10,4,2,2,-888,-888,10,10,-777,1,2,3,1,.80000001,10,3,2,2,2,1883
8.5979242,39.124474,1,2,2,,2,2,2,1,,,,,1,3,1,9,1,3,2,,1,2,2,1,1,1,1,4,3,1,7,4,2,2,-888,-888,-888,3,3,1,1.5,2,1,1,15,2,2,2,2,1884
8.591217,39.123604,1,2,2,,2,2,2,1,,,,,1,3,2,,2,2,2,,1,2,2,1,1,1,1,5,3,1,10,4,2,2,-888,-888,5,5,-888,2,.60000002,3,1,.30000001,5,3,3,3,3,1885
8.7115879,39.201153,1,3,1,8,2,2,4,1,,,,,1,3,1,8,5,5,2,,1,2,1,1,1,1,1,4,2,1,6,1,1,1,-888,-888,5,5,-888,2,.30000001,3,1,.2,5,3,3,3,3,1886
8.5974655,39.123798,1,2,2,,2,2,3,1,,,,,1,3,1,6,1,2,2,,1,2,2,1,1,1,1,5,3,1,6,4,2,2,-888,-888,5,5,-888,2,1.5,3,2,1.5,15,3,3,3,3,1887
8.7139206,39.202091,1,2,1,8,2,2,4,1,,,,,1,3,2,,5,5,2,,1,2,1,1,1,1,1,10,4,1,7,1,1,1,180,150,3,3,120,2,.30000001,3,2,.30000001,5,3,3,3,3,1888
9.0576372,38.49184,2,3,1,25,2,1,4,1,,,,,1,1,2,,4,-888,2,,1,2,2,2,,,,,,1,1,1,2,1,60,75,15,15,-888,2,.5,4,2,.25,15,-888,-888,-888,-888,1889
9.0734634,38.490238,2,3,1,21,2,1,5,2,5,3,.25,2,1,1,2,,3,15,2,,1,2,2,1,1,5,2,25,3,1,7,5,5,4,60,75,20,25,50,1,.5,2,1,.5,15,2,2,1,2,1890
9.0729437,38.4902,1,2,1,25,2,2,4,1,,,,,1,2,1,1,2,5,2,,1,2,2,1,1,5,1,4,4,1,7,5,5,4,60,75,25,10,60,1,.25,2,2,.25,10,2,2,2,2,1891
9.068119,38.498253,1,2,1,25,2,1,4,1,,,,,1,2,2,,3,10,2,,1,2,2,1,1,5,1,7,4,1,1,5,5,4,60,80,20,20,60,2,.25,3,2,.25,10,3,-888,-888,-888,1892
9.072422,38.49012,1,2,1,25,2,1,2,1,,,,,1,1,2,,6,20,2,,1,2,2,1,1,5,1,6,2,1,7,5,5,4,60,90,25,25,60,1,.5,3,1,.25,15,2,2,2,2,1893
9.0717659,38.489223,6,3,1,15,1,2,5,2,3,3,1,2,1,2,1,2,6,35,2,,1,2,2,1,1,1,1,14,4,1,1,5,5,4,60,90,20,25,60,1,.5,4,2,.5,30,-888,-888,-888,3,1894
9.0717134,38.489998,1,2,1,25,2,1,2,1,,,,,1,1,2,,4,-888,2,,1,2,2,1,1,1,2,10,6,1,7,5,5,4,60,75,20,25,60,1,1,3,1,.5,20,2,2,2,2,1895
9.0718546,38.489922,1,3,1,15,2,1,4,2,10,1,,2,1,1,1,1,5,30,2,,1,2,2,1,1,5,1,10,2,1,1,5,5,4,60,90,30,30,60,1,1,2,2,.5,20,2,-888,-888,-888,1896
9.0722055,38.48959,1,2,1,21,2,1,4,1,,,,,1,1,1,1,4,10,2,,1,2,2,1,1,5,1,12,6,1,7,5,5,4,60,90,25,25,60,2,.75,2,1,.25,10,2,2,2,2,1897
9.0710821,38.488121,1,2,1,28,2,1,4,1,,,,,1,2,2,,4,-888,2,,1,2,2,1,1,1,1,3,10,1,7,5,5,4,45,60,15,15,30,1,.5,4,2,1,25,4,2,2,4,1898
9.0722027,38.488472,1,3,1,21,2,2,3,1,,,,,1,1,2,,4,90,2,,1,2,2,2,,,,,,4,7,5,5,3,90,120,25,25,-888,2,.5,2,1,.5,25,2,2,2,2,1899
9.0720978,38.486607,1,3,1,28,1,1,4,2,10,2,,1,1,1,2,,4,30,2,,1,2,2,2,,,,,,1,7,5,5,4,60,80,30,30,60,1,.5,2,2,1,25,-888,-888,-888,3,1900
9.0698023,38.493542,1,2,1,28,2,1,4,1,,,,,1,2,2,,6,60,2,,1,2,2,1,1,5,1,10,6,1,7,5,5,3,90,90,20,20,60,2,1,4,2,.5,30,-888,-888,-888,-888,1901
9.0727634,38.488293,1,3,1,14,2,1,5,1,,,,,1,1,2,,3,45,2,,1,2,2,1,1,5,1,10,3,1,7,5,5,3,60,80,15,15,60,1,.25,5,2,1,15,-888,-888,-888,3,1902
9.0719805,38.487759,1,3,1,25,1,1,4,1,,,,,1,1,2,,3,-888,2,,1,2,2,2,,,,,,4,7,5,5,4,60,-888,30,30,-888,1,1,2,1,1,15,2,4,2,2,1903
9.0668402,38.497631,1,2,1,21,2,1,5,1,,,,,1,2,1,2,3,60,2,,1,2,2,2,,,,,,4,7,5,5,4,45,60,10,15,45,1,.5,2,2,.5,10,3,-888,-888,3,1904
9.0689631,38.489422,1,3,1,26,2,2,3,1,,,,,1,1,1,3,3,30,2,,1,2,2,1,1,5,1,15,6,1,7,5,5,4,90,90,15,15,70,1,1.25,2,2,.5,10,-888,-888,-888,-888,1905
9.0747118,38.488113,1,2,1,15,1,1,2,1,,,,,1,2,2,,4,-888,2,,1,2,2,1,1,5,1,-888,-888,1,7,4,4,3,45,-888,30,30,-888,2,1.25,-888,1,1,25,2,2,2,2,1906
9.0739946,38.487072,1,2,1,7,1,1,4,1,,,,,1,3,2,,4,-888,1,4,1,2,2,1,1,5,1,15,2,1,7,4,4,3,60,60,30,30,40,2,.25,4,2,1,20,2,2,2,2,1907
9.0698223,38.490078,1,3,2,,1,1,2,1,,,,,1,1,2,,6,-888,2,,1,2,2,1,1,5,2,10,3,1,7,5,4,3,90,-888,25,20,-888,1,1,2,1,1,30,2,2,2,2,1908
9.0709028,38.487206,1,3,1,14,2,1,4,1,,,,,1,2,1,1,3,2,2,,4,2,2,1,1,5,1,7,6,1,7,5,5,4,60,-888,30,30,-888,1,.25,4,1,.75,20,2,2,2,2,1909
9.0661964,38.496033,1,2,1,25,2,1,4,1,,,,,1,2,2,,3,1,2,,1,2,2,1,1,5,1,4,6,1,7,5,5,4,60,60,25,25,-888,1,1,4,2,1,15,2,2,2,2,1910
9.3142223,38.386555,8,3,2,,1,1,5,1,,,,,1,2,2,,5,5,2,,1,2,2,1,1,5,1,14,6,1,7,4,2,2,45,60,15,15,60,1,1,4,1,.5,10,2,4,3,2,1911
9.0648251,38.492847,1,2,1,15,2,1,5,1,,,,,1,1,2,,3,2,2,,1,2,2,1,1,1,1,15,8,1,7,5,5,4,60,90,15,15,60,1,1,2,1,2,45,2,4,4,4,1912
9.3132534,38.382832,1,3,1,4,2,2,2,1,,,,,1,3,2,,5,1,1,2,1,2,2,1,1,1,1,14,24,1,7,4,2,3,60,-888,20,30,60,2,1,5,2,.25,6,2,2,1,2,1913
9.312458,38.383137,1,3,1,15,2,1,4,1,,,,,1,1,1,3,5,2,2,,1,1,,1,1,5,1,4,12,1,7,4,2,2,-888,-888,15,30,-888,1,.5,2,1,.25,5,2,2,2,2,1914
9.3164425,38.380016,1,3,1,5,1,2,2,1,,,,,1,3,1,5,1,-888,2,,4,2,2,1,1,1,1,10,7,1,6,4,4,3,60,60,5,-888,-888,2,.75,2,2,1,30,2,2,2,2,1915
9.3131638,38.375313,1,3,1,14,2,2,4,1,,,,,1,2,2,,3,2,2,,1,2,2,1,1,1,1,3,12,1,7,5,4,2,60,-888,15,10,60,1,.25,2,1,.75,20,2,2,2,2,1916
9.316329,38.380798,1,2,1,15,2,1,4,1,,,,,1,1,2,,3,1,2,,1,2,2,1,1,1,1,5,6,1,1,4,2,1,120,120,5,40,60,1,1,2,1,.75,15,2,2,1,4,1917
9.3119841,38.376381,1,2,1,7,2,2,2,1,,,,,1,1,1,3,3,15,2,,1,2,2,1,1,5,1,6,3,1,6,4,2,2,90,90,20,45,60,1,.25,2,1,1.5,30,2,2,2,2,1918
9.3143597,38.381893,1,2,1,15,2,1,3,1,,,,,1,1,2,,2,40,2,,1,2,2,1,1,5,1,6,5,1,6,5,2,2,90,90,5,30,60,2,.75,5,2,.25,5,-888,-888,-888,3,1919
9.3124456,38.377708,1,2,1,5,2,2,4,1,,,,,1,2,2,,3,30,1,3,1,2,2,1,1,5,1,7,5,1,7,4,2,2,90,90,15,30,60,2,1,2,1,.0099999998,3,2,2,2,2,1920
9.3117027,38.376816,1,2,1,15,2,1,4,2,1,3,.25,1,1,2,2,,2,-888,2,,1,2,2,1,1,1,1,10,8,1,6,4,2,2,60,-888,5,5,60,1,1,4,2,1.5,20,-888,-888,-888,-888,1921
9.3157063,38.375351,1,2,1,5,2,2,4,2,10,2,,2,1,2,2,,5,2,2,,1,2,2,1,1,5,1,6,8,1,6,5,4,3,90,90,10,30,60,1,.5,4,1,1,10,2,2,2,2,1922
9.0673141,38.497662,1,2,1,4,2,1,2,1,,,,,1,1,1,1,3,2,2,,1,2,2,1,1,5,1,3,4,1,7,1,1,1,120,120,2,2,90,2,1,3,2,1.5,20,-888,-888,-888,-888,1923
9.3171043,38.376354,1,2,1,7,2,1,2,1,,,,,1,2,2,,3,10,2,,1,2,2,1,1,5,1,5,6,1,7,4,2,2,60,90,15,15,60,1,1,2,1,1.12,30,2,4,5,3,1924
9.3152924,38.377621,1,3,1,3,2,2,4,1,,,,,1,3,2,,3,2,2,,1,2,2,1,1,5,1,3,5,1,7,5,4,3,-888,-888,10,10,-888,1,.12,2,1,1,30,1,1,4,2,1925
9.3169422,38.377968,1,3,2,,2,1,2,2,10,2,,2,1,3,1,2,5,2,2,,1,2,2,1,1,5,1,10,6,1,7,4,2,1,60,60,3,30,60,1,1,2,2,1.25,20,2,2,2,2,1926
9.3178682,38.377785,1,2,1,4,1,1,4,1,,,,,1,2,2,,3,10,2,,1,2,2,1,1,1,1,6,2,1,6,4,2,2,90,90,5,5,60,1,1,2,1,1,20,2,2,5,4,1927
9.321063,38.377197,8,3,2,,2,1,5,1,,,,,1,2,2,,3,1,2,,1,2,2,1,1,1,2,15,8,1,7,5,4,3,90,90,10,-888,90,2,2,4,1,1,15,5,4,4,5,1928
9.3127899,38.378098,7,3,2,,2,1,4,1,,,,,1,2,2,,3,10,2,,1,2,2,1,1,5,1,3,8,1,6,4,2,2,90,90,10,10,90,1,1,2,1,1,25,2,2,4,2,1929
9.0358572,38.547447,3,3,2,,2,2,4,1,,,,,1,1,2,,4,2,2,,1,2,2,1,1,5,2,3,2,1,7,4,2,2,100,-888,60,60,90,1,5,-888,1,5,60,-888,3,3,2,1930
9.0383167,38.552498,8,3,2,,2,1,5,1,,,,,1,2,2,,3,1,2,,1,2,2,2,,,,,,1,7,4,3,3,180,180,30,30,-888,1,5,2,1,5,60,2,4,2,4,1931
9.0371485,38.55571,3,2,1,7,1,1,2,1,,,,,1,3,2,,3,2,2,,1,2,2,1,1,5,2,7,6,1,7,5,4,3,120,-888,60,60,120,1,5,2,1,5,60,2,1,2,2,1932
9.0378208,38.5709,7,3,2,,2,2,2,1,,,,,1,1,1,1,5,1,2,,1,2,2,1,1,5,2,4,8,1,7,5,2,2,-888,-888,60,60,-888,2,6,3,1,6,120,2,2,2,2,1933
9.0620146,38.666965,1,2,1,25,1,2,3,2,10,2,,2,1,3,1,4,2,-888,1,2,1,2,2,1,1,5,1,4,4,1,1,3,2,1,90,115,10,10,120,1,3,2,2,.5,5,-888,-888,-888,3,1934
9.0625982,38.671196,1,3,1,26,1,2,5,1,,,,,1,2,1,5,2,30,2,,1,2,1,1,1,1,2,2,2,1,1,4,2,2,30,50,10,4,50,1,3,2,1,5,30,1,1,2,2,1935
9.0626583,38.670181,1,2,1,25,1,1,5,1,,,,,1,2,1,8,2,15,1,3,1,2,2,1,1,1,1,10,3,1,1,5,4,4,60,90,10,5,60,1,5,1,2,.25,5,-888,-888,-888,3,1936
9.3135366,38.378063,8,3,2,,2,2,5,1,,,,,1,2,1,1,5,2,2,,1,2,2,1,1,5,1,3,10,1,6,4,2,1,180,180,10,5,-888,1,.12,1,2,1.12,20,-888,-888,-888,-888,1937
9.3206596,38.377644,1,2,1,4,2,1,3,1,,,,,1,2,1,4,2,5,2,,1,2,2,1,1,5,1,7,4,1,6,4,2,2,120,150,5,5,-888,1,1.5,2,2,1.5,15,2,2,4,3,1938
9.3133659,38.378017,10,2,2,,1,1,5,1,,,,,1,3,2,,4,20,2,,1,2,2,1,1,5,2,15,6,1,7,5,4,3,120,180,6,-888,-888,1,1,2,1,1.5,30,1,1,3,1,1939
9.0756369,38.658566,1,3,1,26,1,2,5,1,,,,,1,3,2,,4,5,2,,1,2,2,1,1,5,1,7,8,1,6,5,4,3,60,90,20,2,60,1,1,2,2,.75,10,-888,-888,-888,3,1940
9.0749226,38.65836,1,2,1,26,1,1,5,1,,,,,1,2,2,,3,4,1,3,4,2,2,1,1,5,1,-888,5,1,7,5,4,2,60,90,15,2,60,2,1.5,3,1,2.5,120,3,2,2,2,1941
9.0642109,38.677715,1,2,1,26,1,1,5,1,,,,,2,,2,,5,6,2,,1,2,2,1,1,2,1,2,12,1,1,4,4,2,60,90,30,10,-888,1,1.5,3,2,3,30,5,-888,-888,-888,1942
9.0711889,38.671597,1,2,1,20,1,2,4,1,,,,,1,2,1,4,3,4,1,3,1,2,2,1,1,1,1,5,4,1,1,3,1,1,60,90,15,15,60,1,1,2,1,1,30,4,4,2,2,1943
9.0671997,38.6731,4,3,2,,2,2,2,1,,,,,1,1,1,1,3,2,2,,1,2,2,1,1,5,1,-888,5,1,7,5,4,3,60,90,20,10,60,2,1.5,4,2,1.75,20,-888,-888,-888,-888,1944
9.0751352,38.648773,1,2,1,25,1,1,5,2,10,2,,2,1,2,2,,2,10,1,2,4,2,2,1,1,2,2,4,4,1,1,3,4,3,60,90,15,15,60,1,3,4,2,1.5,15,-888,-888,-888,-888,1945
9.0681982,38.661613,1,2,1,22,1,1,4,2,10,2,,2,1,2,2,,3,10,2,,4,2,2,1,1,1,1,7,6,1,6,4,2,2,120,180,10,10,120,1,3,2,1,.0099999998,6,4,4,3,4,1946
9.0742044,38.666302,8,3,2,,2,1,2,2,9,3,.12,2,5,,2,,5,10,2,,1,2,2,1,1,5,1,5,7,1,7,5,4,3,120,180,3,5,-888,1,-888,4,1,2,40,4,2,3,4,1947
9.0781164,38.667442,1,2,1,25,2,1,5,1,,,,,1,2,2,,2,15,2,,2,1,,1,1,1,2,5,7,1,1,4,2,2,90,-888,5,30,90,2,1,5,1,1,30,4,2,3,4,1948
9.0794764,38.668839,8,3,2,,2,1,4,2,9,3,.5,2,5,,2,,5,15,2,,1,2,2,1,1,5,1,3,12,1,6,4,2,1,90,120,5,30,90,1,1,2,1,2,30,2,2,2,2,1949
9.0788803,38.664547,1,2,1,12,1,1,2,1,,,,,1,2,2,,2,5,1,3,1,2,1,1,1,2,1,0,,1,6,4,4,3,120,-888,10,5,-888,2,1,2,1,4,90,2,1,2,2,1950
9.0654135,38.658855,1,3,2,,1,1,5,2,8,3,1.5,2,5,,2,,5,30,2,,1,2,2,1,1,5,1,7,2,1,7,4,4,2,90,180,3,3,120,2,2,2,1,.75,30,3,5,-888,4,1951
9.072237,38.664299,1,3,1,24,1,1,5,2,10,2,,2,1,1,2,,3,2,2,,1,2,2,1,1,5,1,7,5,1,7,5,4,3,60,-888,30,5,60,1,2,5,1,1,30,2,2,3,4,1952
9.077177,38.668667,1,2,1,24,2,1,3,1,,,,,1,3,2,,2,15,1,2,1,1,,1,1,1,1,3,8,1,7,3,2,1,50,90,10,-888,40,2,1,3,2,3,30,-888,-888,-888,-888,1953
9.0642376,38.651348,1,2,1,22,1,1,5,1,,,,,1,2,2,,4,4,2,,4,2,2,1,1,2,2,4,12,1,1,4,3,3,60,90,5,5,60,1,2.5,3,2,1,20,4,5,5,5,1954
9.0649548,38.652775,1,2,1,25,1,1,5,1,,,,,1,2,1,3,5,5,2,,1,2,2,1,1,1,2,2,2,1,1,4,3,3,90,120,20,5,-888,2,3,4,2,2,20,-888,-888,-888,-888,1955
9.0783024,38.664799,1,2,1,25,1,1,5,2,10,2,,2,1,1,2,,2,20,1,2,1,2,1,1,1,2,1,2,7,1,6,4,4,3,60,80,6,15,60,2,3,5,1,10,60,2,1,3,2,1956
9.0763102,38.648018,1,3,1,-888,2,2,5,1,,,,,1,1,2,,2,2,1,2,1,2,2,1,1,5,2,6,-888,1,7,5,4,3,90,120,30,15,-888,1,3,2,2,.5,30,-888,-888,-888,-888,1957
9.075551,38.638172,2,3,1,18,1,1,3,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,5,2,4,4,1,7,5,5,3,90,120,5,5,-888,1,4,2,2,2.5,30,-888,-888,-888,-888,1958
9.0645456,38.675732,1,3,1,3,1,2,5,1,,,,,1,2,1,3,4,3,2,,1,2,2,1,1,2,2,7,8,1,7,5,4,3,60,120,20,15,-888,1,-888,4,2,1,30,-888,-888,-888,-888,1959
9.0846205,38.645931,3,2,2,,1,1,5,1,,,,,1,2,2,,5,-888,2,,1,2,2,1,1,2,2,1,7,1,7,5,4,3,60,90,30,15,-888,2,2,-888,1,1.5,60,5,5,3,2,1960
9.0638371,38.672798,1,2,1,26,1,1,4,2,10,2,,2,1,3,1,2,3,10,2,,1,2,2,1,1,1,1,4,2,1,6,5,2,2,60,90,5,2,60,1,1.5,2,1,1.5,35,4,5,3,3,1961
9.0664244,38.64579,2,3,2,,1,1,5,2,10,2,,2,1,2,1,2,3,5,2,,1,2,2,1,1,1,1,7,12,1,6,4,2,3,90,120,5,5,-888,1,2,3,2,1,20,2,2,-888,2,1962
9.0769482,38.673859,1,2,1,25,1,1,5,1,,,,,1,2,2,,2,3,1,2,1,2,2,1,1,2,1,5,5,1,6,5,4,3,120,180,30,30,120,2,2,4,1,1,30,3,3,3,3,1963
9.0707331,38.665398,1,2,1,21,1,2,5,1,,,,,1,2,2,,5,5,2,,1,2,2,1,1,2,1,4,12,1,1,5,4,3,60,90,15,5,-888,2,1,4,1,.75,20,2,2,3,3,1964
9.1327858,38.595581,8,3,2,,1,1,5,1,,,,,1,2,2,,5,1,2,,1,2,2,2,,,,,,4,7,5,4,3,-888,-888,10,60,-888,2,-888,2,2,1.5,45,-888,-888,-888,-888,1965
9.1371765,38.597767,8,3,2,,2,1,5,1,,,,,1,3,1,4,5,5,2,,1,2,2,1,1,2,2,14,24,1,7,5,4,3,120,150,5,60,-888,2,1,-888,2,2,45,-888,-888,-888,-888,1966
9.1323633,38.603573,2,3,2,,1,1,5,2,3,2,,2,1,2,2,,3,5,2,,1,2,2,2,,,,,,3,7,5,4,3,120,150,30,30,-888,2,180,2,1,.5,60,2,3,1,1,1967
9.1359768,38.594536,2,3,2,,2,1,5,1,,,,,1,2,2,,3,2,2,,1,2,2,2,,,,,,4,7,4,4,3,120,180,15,-888,-888,2,12,-888,1,3,60,3,3,2,3,1968
9.1318903,38.580837,8,3,2,,2,2,5,1,,,,,1,3,2,,5,-888,2,,1,2,2,2,,,,,,4,7,5,3,3,240,-888,60,-888,-888,1,13,3,1,4,60,2,4,-888,3,1969
9.1426888,38.6092,2,3,2,,2,1,1,1,,,,,1,1,2,,3,2,2,,1,2,2,2,,,,,,4,7,5,4,3,60,-888,5,-888,-888,1,13,1,1,1.5,45,2,2,-888,2,1970
9.087491,38.644009,8,3,2,,2,1,5,1,,,,,1,2,2,,4,2,2,,1,2,2,2,,,,,,5,11,5,4,3,120,180,60,60,120,1,3.5,3,2,2.5,50,-888,-888,-888,-888,1971
9.1525946,39.026619,1,3,2,,2,2,5,1,,,,,1,1,1,6,4,2,2,,1,2,2,1,1,5,1,30,2,1,6,4,3,3,90,90,25,15,90,1,1,3,2,.5,25,3,3,3,3,1972
9.1470375,39.027355,1,2,1,15,2,2,5,1,,,,,1,2,2,,4,-888,1,3,-999,2,2,1,1,1,1,15,3,1,6,4,2,2,90,90,15,10,90,1,2,2,1,.25,15,3,2,2,2,1973
9.1541815,39.027222,1,3,2,,1,2,1,1,,,,,5,,2,,4,2,2,,2,1,,1,1,5,2,5,12,1,7,1,1,1,60,90,2,2,-888,1,.25,3,1,1,10,2,2,4,3,1974
9.0597515,38.605663,2,3,2,,1,1,5,1,,,,,1,1,2,,3,2,2,,1,2,2,1,1,2,2,7,6,1,7,4,2,2,120,150,5,-888,-888,2,30,-888,1,2,30,2,3,3,3,1975
9.1500874,39.024643,1,2,1,10,2,1,5,1,,,,,1,2,2,,2,-888,1,4,1,2,2,1,1,1,2,15,6,1,1,4,2,2,60,60,5,2,60,2,2,-888,1,1,10,3,3,3,3,1976
9.1470747,39.021729,1,2,2,,2,1,1,1,,,,,1,2,2,,3,10,1,4,1,2,2,1,1,1,2,5,3,1,1,4,2,2,60,60,5,5,60,2,1,5,2,.5,20,4,4,-888,4,1977
9.1464224,39.019985,1,2,1,10,1,1,4,1,,,,,1,2,1,3,2,15,1,2,1,2,2,1,1,1,1,4,2,1,1,3,1,1,60,60,10,10,-888,2,1,2,2,1,10,2,3,2,2,1978
9.1494551,39.027054,1,3,1,15,1,2,4,1,,,,,1,1,2,,2,30,2,,1,2,2,1,1,5,1,4,3,1,6,5,2,3,120,120,20,5,120,1,1,3,2,.5,20,4,3,-888,-888,1979
9.1469126,39.025631,1,2,1,8,2,1,2,1,,,,,1,3,2,,2,-888,2,,1,2,1,1,1,1,1,10,6,1,1,3,1,1,60,60,5,5,-888,1,1,2,2,.5,15,2,-888,-888,-888,1980
9.1472673,39.027668,1,2,1,2,2,2,2,1,,,,,1,1,2,,2,-888,1,4,1,2,2,1,1,1,1,3,4,1,1,4,3,2,-888,-888,10,5,-888,2,-888,-888,1,1,15,-888,-888,-888,2,1981
9.1519232,39.015499,1,2,1,26,2,2,4,1,,,,,1,2,2,,2,15,2,,1,2,2,1,1,5,1,3,12,1,7,4,2,3,40,60,15,15,60,2,3,3,1,.5,10,3,1,4,2,1982
9.1549416,39.020542,1,2,2,,2,2,1,1,,,,,1,2,2,,3,5,2,,1,2,2,1,1,1,1,2,3,1,6,4,2,1,90,120,10,10,90,2,2,2,1,.5,10,3,3,-888,4,1983
9.0751476,38.660442,1,2,1,15,1,1,3,1,,,,,2,,2,,2,-888,1,3,2,1,,1,1,2,1,1,12,1,1,3,2,1,60,-888,15,3,-888,1,1,3,1,1,10,4,4,3,3,1984
9.0794239,38.667568,11,1,1,26,2,1,5,2,8,3,2,2,1,2,2,,4,10,2,,1,2,2,1,1,5,2,10,8,1,7,4,4,3,120,180,15,30,120,1,1,5,1,2,60,5,4,5,5,1985
9.1484108,39.015587,1,2,1,22,2,1,2,1,,,,,1,2,1,3,3,10,2,,1,2,2,1,1,1,1,1,12,1,7,4,3,2,120,120,15,5,120,2,2,-888,2,1,10,-888,-888,-888,-888,1986
9.1463442,39.019688,1,2,2,,1,1,2,1,,,,,1,2,1,4,1,-888,1,3,2,1,,1,1,1,1,5,2,1,1,3,2,1,60,-888,10,10,60,1,1,4,1,.5,10,2,3,3,-888,1987
9.0923157,38.908207,1,3,1,14,1,1,3,1,,,,,1,1,2,,4,-888,1,3,1,2,2,1,1,5,2,4,6,1,7,5,4,3,-888,-888,20,30,-888,1,.5,4,1,1,20,3,2,-888,2,1988
9.0911083,38.908772,1,2,1,14,2,2,2,1,,,,,1,1,2,,4,2,2,,4,2,2,1,1,5,1,7,4,1,7,4,3,3,-888,-888,15,30,-888,1,.25,3,1,-888,,3,3,2,3,1989
9.0856686,38.918514,1,2,1,22,2,2,4,1,,,,,1,3,2,,3,20,2,,1,2,2,1,1,5,1,15,8,1,7,5,4,3,-888,-888,10,10,-888,1,2,2,1,1,30,2,2,3,3,1990
9.149333,39.023033,1,3,1,14,2,2,5,1,,,,,1,2,2,,4,-888,1,3,4,2,2,1,1,5,2,4,12,1,7,4,3,3,60,60,20,20,60,2,2,-888,2,1,20,-888,-888,-888,-888,1991
9.0845528,38.916866,1,3,1,10,1,1,4,1,,,,,1,1,2,,3,6,2,,1,2,2,1,1,5,1,10,3,1,1,4,2,3,60,60,5,5,60,1,1,2,2,1,25,-888,-888,-888,-888,1992
9.0833015,38.91082,1,3,1,15,2,1,3,1,,,,,1,2,2,,4,4,1,3,1,2,1,1,1,5,1,5,6,1,7,4,3,2,60,60,10,10,-888,1,1,2,1,2,20,2,3,2,3,1993
9.0881853,38.926865,1,3,1,25,1,1,5,1,,,,,1,3,1,6,2,-888,2,,1,2,2,1,1,1,1,0,,1,7,5,4,3,60,60,4,30,60,1,2,4,1,1,30,2,4,3,3,1994
9.0890303,38.91703,2,3,2,,2,1,5,1,,,,,1,1,1,2,4,2,2,,1,2,2,1,1,1,1,7,12,1,7,4,4,3,60,60,15,15,60,1,1,2,1,1,30,4,3,-888,3,1995
9.0886431,38.926506,1,2,1,26,1,1,2,1,,,,,1,2,2,,2,5,1,3,1,2,1,1,1,1,1,4,5,1,1,3,2,2,60,60,30,30,60,2,2,3,2,1,15,2,2,-888,2,1996
9.0889425,38.925438,1,2,1,14,1,1,3,1,,,,,1,2,2,,3,2,1,3,1,2,2,1,1,1,1,5,8,1,7,3,2,1,60,60,10,10,-888,1,1,3,1,1,30,2,3,3,2,1997
9.0926657,38.92651,1,3,1,5,2,2,2,1,,,,,5,,2,,1,-888,1,2,1,2,2,2,,,,,,4,7,5,4,3,120,120,15,15,-888,2,1,-888,2,.02,5,-888,-888,-888,-888,1998
