bl_bi24latitude,bl_bi24longitude,bl_dw15,bl_dw16,bl_dw19,bl_dw20,bl_dw21,bl_dw23,bl_dw25,bl_dw31,bl_dw32,bl_dw33,bl_dw34,bl_dw36,bl_dw39,bl_dw40,bl_dw41,bl_dw42,bl_dw44,bl_dw45,bl_dw46,bl_dw47,bl_dw52,bl_dw53,bl_dw54,bl_dw56,bl_dw57,bl_dw59,bl_dw61,bl_dw63,bl_dw64,bl_dw72,bl_dw73,bl_sd13,bl_sd14,bl_sd15,bl_sd24_piazza,bl_sd24_leghar,bl_sd26,bl_sd27,bl_sd28,bl_sd33,bl_sd35,bl_sd36,bl_sd43,bl_sd45,bl_sd46,bl_sd48,bl_sd49,bl_sd50,bl_sd51,a01
9.1425142,38.756969,1,2,1,12,1,2,3,1,,,,,1,2,2,,5,5,2,,2,2,2,1,1,5,1,15,4,1,6,4,1,1,60,90,10,10,60,2,6,3,2,1,30,-888,-888,-888,-888,628
9.1466312,38.749706,7,3,2,,2,2,4,1,,,,,1,2,1,2,5,5,2,,1,2,2,1,1,2,1,6,2,1,7,4,1,1,40,60,10,10,40,1,6,4,1,1,25,2,2,2,2,629
9.1436872,38.751877,7,3,2,,2,2,5,1,,,,,1,2,1,2,5,2,2,,1,2,2,1,1,2,1,4,4,1,10,4,1,1,90,120,5,5,90,2,6,-888,2,2,18,2,2,3,2,630
9.1478519,38.745861,7,3,2,,2,2,4,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,2,1,3,6,1,7,4,1,1,60,120,20,20,60,2,5,-888,2,3,30,2,3,3,3,631
9.1423721,38.753536,1,2,1,10,2,2,3,1,,,,,1,2,1,2,4,2,2,,1,2,2,1,1,1,1,3,6,1,6,4,1,1,30,40,3,3,30,2,5,2,2,1,15,2,2,2,2,632
9.1463928,38.753857,1,2,1,3,1,1,4,1,,,,,1,2,2,,4,3,2,,1,2,2,1,1,1,1,4,2,1,6,1,5,1,40,60,1,1,40,2,5,2,2,3,30,-888,-888,-888,-888,633
9.1447306,38.751167,1,2,1,25,2,2,5,1,,,,,1,2,2,,4,10,2,,1,2,2,1,1,5,1,7,3,1,7,4,1,1,45,60,10,10,45,1,7,2,1,3,30,2,2,2,2,634
9.1386499,38.757481,1,2,1,20,1,1,4,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,2,1,2,2,1,1,4,1,1,40,60,5,5,40,1,18,2,2,1,10,-888,-888,-888,-888,635
9.1425076,38.754326,1,2,1,15,1,1,3,1,,,,,1,2,1,6,4,2,2,,1,2,2,1,1,1,1,4,3,1,1,1,5,1,40,60,2,2,40,1,14,2,1,1,15,2,2,2,2,636
9.1353407,38.751667,2,3,2,,2,2,3,1,,,,,1,1,1,3,4,2,2,,1,2,2,1,1,5,1,14,8,1,6,4,1,2,40,65,10,10,40,2,18,3,2,.1,3,-888,-888,-888,-888,637
9.1365242,38.755192,7,3,2,,1,1,3,1,,,,,1,1,2,,5,5,2,,1,2,2,2,,,,,,5,6,4,1,1,40,60,3,3,40,2,5,2,2,1,15,2,2,2,2,638
9.1451731,38.753067,7,3,2,,2,2,4,1,,,,,1,2,1,6,5,20,2,,1,2,2,1,1,2,1,5,12,1,1,3,1,1,60,80,20,20,60,2,3,-888,2,2,40,-888,-888,-888,-888,639
9.1384239,38.755154,1,1,1,4,2,2,2,1,,,,,2,,2,,5,5,2,,2,1,,1,1,2,1,4,5,1,1,4,1,1,60,90,5,5,60,1,5,1,2,1,10,-888,-888,-888,-888,640
9.1432133,38.753956,1,2,1,7,1,2,2,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,1,1,4,4,1,1,3,1,1,60,90,7,7,60,1,15,3,2,1,15,-888,-888,-888,-888,641
9.1820631,38.758572,1,2,1,26,1,2,3,1,,,,,1,2,2,,2,-888,1,3,1,2,2,1,1,2,1,10,6,1,1,4,1,1,60,85,2,2,60,1,5,4,2,1,15,-888,-888,-888,-888,642
9.1448298,38.750149,1,3,1,4,2,2,2,1,,,,,1,2,2,,5,3,2,,1,2,2,1,1,5,1,5,2,1,4,4,1,1,90,150,10,10,60,1,5,4,1,18,60,1,1,1,1,643
9.1375961,38.750866,1,2,1,26,2,2,4,1,,,,,1,2,1,3,4,5,2,,1,2,2,1,1,5,1,4,2,1,6,4,1,1,60,90,10,10,60,1,18,3,2,1,10,-888,-888,-888,-888,644
9.1491938,38.745506,7,3,2,,2,2,3,1,,,,,1,2,1,2,4,2,2,,1,2,2,1,1,2,1,10,-888,1,6,3,1,1,90,105,10,10,90,1,5,2,2,2,30,-888,-888,-888,-888,645
9.1384192,38.754402,1,2,2,,2,2,2,1,,,,,1,1,1,4,5,5,2,,1,2,2,1,1,5,1,10,3,1,6,1,4,1,45,60,3,3,45,1,5,2,2,1,15,-888,-888,-888,-888,646
9.1529303,38.758419,1,2,1,27,2,1,4,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,2,1,15,3,1,1,4,1,3,90,120,10,10,90,1,3,3,1,3,25,2,2,-888,2,647
9.1520033,38.757347,1,1,1,27,1,2,3,1,,,,,2,,2,,2,15,2,,1,2,2,1,1,2,1,4,3,1,1,4,1,3,45,60,5,5,45,2,5,2,2,3,15,-888,-888,-888,-888,648
9.1676102,38.754601,1,2,1,26,2,2,4,1,,,,,1,2,2,,4,5,2,,1,2,2,1,1,2,1,3,3,1,6,4,1,1,60,75,10,10,60,1,15,2,2,2,10,-888,-888,-888,-888,649
9.1520281,38.755646,1,2,1,27,1,2,4,1,,,,,1,2,1,1,5,35,2,,1,2,2,1,1,5,1,4,2,1,7,4,1,2,45,75,20,20,45,1,3,3,1,3,30,2,4,2,2,650
9.1012659,38.741692,7,3,2,,2,2,4,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,5,1,5,1,1,4,4,1,3,35,60,3,3,35,1,3,3,2,1,15,4,4,2,3,651
9.0363569,38.74057,1,2,1,4,1,2,2,1,,,,,1,2,2,,1,10,1,2,3,1,,1,1,1,1,8,6,1,1,4,1,1,20,30,5,5,10,2,2,2,1,2,20,2,2,2,2,652
9.1547728,38.757393,1,1,1,20,2,2,4,1,,,,,2,,2,,2,10,2,,2,1,,1,1,5,1,12,2,1,1,4,1,1,30,50,4,4,30,2,2,-888,2,2,15,-888,-888,-888,-888,653
9.1523676,38.756748,1,2,1,15,2,1,4,1,,,,,2,,2,,4,2,2,,1,2,2,1,1,2,1,6,3,1,1,4,1,3,40,60,5,5,40,2,2,-888,2,2,15,-888,-888,-888,-888,654
9.1360731,38.750538,7,3,2,,2,2,4,1,,,,,1,1,2,,4,2,2,,1,2,2,1,1,5,1,15,2,1,7,4,1,2,60,80,4,4,60,1,5,2,2,1,5,2,2,2,2,655
9.1436119,38.753822,1,2,1,16,2,2,4,1,,,,,1,2,2,,4,5,2,,1,2,2,1,1,2,1,3,1,1,1,5,1,2,40,60,5,5,40,2,5,4,1,1,5,2,4,2,2,656
9.1558323,38.757179,1,3,1,28,2,2,4,1,,,,,1,2,2,,5,5,2,,1,2,2,1,1,5,1,10,4,1,1,4,1,3,45,65,10,10,45,2,3,3,2,2,15,-888,-888,-888,-888,657
9.1360998,38.749039,1,2,1,1,2,2,2,1,,,,,1,2,1,4,4,1,2,,1,2,2,1,1,5,1,3,4,1,6,4,1,1,35,40,5,5,35,2,5,2,2,1,10,-888,-888,-888,-888,658
9.1481857,38.756706,1,3,1,7,2,2,3,1,,,,,1,2,2,,4,2,2,,2,1,,1,1,5,1,4,2,1,7,4,1,1,30,40,5,5,30,1,7,4,2,2,20,-888,-888,-888,-888,659
9.2401075,39.196209,1,2,1,2,2,2,2,1,,,,,1,2,1,8,4,2,2,,1,2,2,1,1,5,1,10,12,1,4,1,5,1,120,120,1,1,120,1,.1,2,2,.2,10,-888,-888,-888,-888,660
9.2242174,39.123772,2,3,1,4,2,2,2,1,,,,,5,,2,,4,1,2,,1,2,2,1,1,5,1,8,3,1,7,5,1,3,-888,-888,10,10,-888,1,.5,2,2,.60000002,10,-888,-888,-888,-888,661
9.2392406,39.194599,1,2,1,3,2,2,2,1,,,,,1,2,1,4,5,5,2,,2,1,,1,1,1,1,5,2,1,1,1,4,1,120,120,1,1,120,1,.40000001,2,1,.30000001,5,2,2,2,2,662
9.2405453,39.191097,1,2,1,8,2,2,3,1,,,,,1,2,1,13,2,5,2,,1,2,2,1,1,5,1,8,4,1,4,4,1,2,180,180,5,5,180,2,1,2,2,1,15,-888,-888,-888,-888,663
9.2387924,39.194695,1,2,1,3,2,2,3,1,,,,,1,2,1,8,4,2,2,,1,2,2,1,1,1,1,5,3,1,1,5,1,3,120,120,5,5,120,2,.5,2,1,.5,10,2,2,2,2,664
9.2394056,39.191589,1,2,1,6,2,2,2,1,,,,,1,2,1,7,1,5,2,,1,2,2,1,1,5,1,22,4,1,6,5,1,2,60,60,2,2,60,2,.60000002,2,2,.69999999,10,-888,-888,-888,-888,665
9.2395468,39.194332,1,2,1,3,1,1,3,1,,,,,1,2,1,18,2,20,2,,2,1,,1,1,5,1,20,3,1,1,1,4,1,75,75,1,1,75,1,.5,5,2,.5,10,4,4,3,3,666
9.2390003,39.193481,1,2,1,2,2,2,3,1,,,,,1,2,1,3,4,1,2,,2,1,,1,1,1,1,15,6,1,6,1,4,1,120,120,1,1,120,1,.5,3,2,.5,10,-888,-888,-888,-888,667
9.2391043,39.194557,1,2,1,12,2,2,3,1,,,,,1,2,1,10,4,1,2,,1,2,2,1,1,5,1,5,5,1,6,1,4,1,120,120,1,1,120,1,.5,2,2,.2,5,-888,-888,-888,-888,668
9.2403555,39.193867,1,2,1,4,2,2,2,1,,,,,1,2,1,4,4,2,2,,1,2,2,1,1,5,1,10,8,1,6,4,1,3,90,90,3,3,90,1,.1,1,2,.2,10,-888,-888,-888,-888,669
9.161891,38.946209,1,2,1,3,2,2,1,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,1,1,3,1,1,6,4,1,1,120,120,1,1,120,2,3,3,2,2,20,2,-888,-888,3,670
9.1827049,38.925976,7,3,2,,2,2,4,1,,,,,1,1,1,1,4,1,2,,1,2,2,2,,,,,,1,6,4,1,2,180,180,5,5,180,2,.5,4,1,2,20,2,2,2,2,671
9.1754704,38.916264,7,3,2,,2,2,5,1,,,,,1,2,2,,5,2,2,,1,2,2,1,1,5,1,5,5,1,6,4,1,1,180,180,4,4,180,1,.5,2,1,3,30,2,2,2,2,672
9.1855736,38.923233,7,3,2,,2,2,4,1,,,,,5,,2,,5,5,2,,1,2,2,2,,,,,,4,7,4,2,1,120,120,10,10,120,2,.1,2,2,2,30,-888,-888,-888,-888,673
9.1820107,38.928478,7,3,2,,1,1,4,1,,,,,1,2,2,,5,10,2,,1,2,2,1,1,1,1,3,6,1,6,4,2,1,180,180,2,2,180,1,2,3,2,1,15,3,3,3,3,674
9.1832752,38.925583,7,3,2,,2,2,4,1,,,,,5,,2,,5,5,2,,1,2,2,1,1,5,1,10,3,1,6,5,1,3,90,90,5,5,90,1,.30000001,2,2,3,20,2,2,2,2,675
9.1822395,38.928772,5,3,2,,2,2,5,1,,,,,5,,2,,4,2,2,,1,2,2,1,1,-999,1,6,4,1,6,4,2,1,120,120,1,1,120,2,1,2,1,1,15,2,2,2,2,676
9.1803713,38.919556,7,3,2,,1,1,2,2,9,3,.40000001,2,1,1,2,,5,5,2,,1,2,2,2,,,,,,3,7,5,4,4,60,60,20,20,60,1,.60000002,1,1,3,40,4,4,2,2,677
9.1820993,38.92141,7,3,2,,2,2,4,2,9,3,.5,2,1,1,2,,4,2,2,,1,2,2,2,,,,,,4,7,5,1,2,300,300,10,10,300,2,.2,-888,2,3,20,2,2,3,2,678
9.1805296,38.920406,7,3,2,,2,2,4,2,9,3,1,2,5,,2,,5,2,2,,1,2,2,2,,,,,,4,6,4,1,2,-888,-888,20,20,-888,1,1,4,2,3,40,-888,-888,-888,-888,679
9.1685915,38.938881,7,3,2,,2,2,4,1,,,,,1,1,2,,5,2,2,,1,2,2,1,1,5,1,4,3,1,7,4,2,1,-888,-888,2,2,-888,1,3,2,2,2,15,-888,-888,-888,-888,680
9.1818943,38.919636,7,3,2,,2,2,4,1,,,,,5,,2,,4,1,2,,1,2,2,2,,,,,,4,7,5,1,3,-888,-888,30,30,-888,2,.2,2,1,4,60,2,2,2,2,681
9.1574812,38.942902,3,3,2,,2,2,2,1,,,,,5,,2,,5,2,2,,1,2,2,1,1,5,1,5,4,1,7,4,1,1,120,120,10,10,120,1,3,2,2,3,30,-888,-888,-888,-888,682
9.1626701,38.944477,2,3,2,,2,2,2,1,,,,,5,,2,,5,5,2,,1,2,2,1,1,1,1,5,2,1,6,4,1,1,240,240,3,3,180,1,3,2,2,3,30,-888,-888,-888,-888,683
9.1621065,38.94595,3,3,2,,2,2,2,1,,,,,5,,2,,5,5,2,,1,2,2,1,1,1,1,10,5,1,7,4,2,1,300,300,2,2,300,1,3,2,1,2,30,2,2,2,2,684
9.160305,38.948006,2,3,2,,2,2,2,1,,,,,5,,2,,4,2,2,,1,2,2,1,1,5,1,4,1,1,4,4,1,1,120,120,3,3,120,1,3,3,2,.5,10,2,2,2,2,685
9.1618032,38.946301,3,3,2,,2,2,4,1,,,,,1,3,2,,4,2,2,,1,2,2,1,1,5,1,4,8,1,7,4,2,1,60,60,2,2,60,1,3,2,2,.1,5,2,2,2,2,686
9.1821928,38.921741,7,3,2,,2,1,2,1,,,,,1,2,2,,4,2,2,,1,2,2,2,,,,,,3,7,5,1,3,90,120,15,15,90,1,1,2,1,2,25,2,2,2,2,687
9.1629047,38.941589,2,3,2,,2,2,2,1,,,,,5,,2,,4,2,2,,1,2,2,1,1,5,1,3,3,1,7,5,1,2,180,180,10,10,180,1,3,2,2,2,20,2,2,2,2,688
9.1756763,38.933502,7,3,2,,2,2,2,1,,,,,5,,2,,5,5,2,,1,2,2,2,,,,,,4,7,4,2,1,120,120,3,3,120,1,3,2,1,1,15,2,2,2,2,689
8.879962,38.457569,1,2,1,4,2,2,2,1,,,,,1,3,2,,4,1,2,,1,2,2,1,1,1,1,4,6,1,7,5,1,3,120,120,10,10,120,1,2,2,1,1,20,2,2,2,2,690
8.830822,38.366734,1,2,1,5,2,1,2,1,,,,,1,1,2,,5,1,2,,1,2,2,1,1,5,1,6,6,1,7,4,1,1,120,120,15,15,120,1,15,4,1,2,15,2,2,2,2,691
8.8308716,38.367432,1,2,1,5,2,2,2,1,,,,,1,2,1,9,5,7,2,,1,2,2,1,1,2,1,10,3,1,7,4,1,1,-888,-888,5,10,-888,1,3,2,1,1,15,2,2,2,2,692
8.8382187,38.371609,1,2,1,1,1,1,3,1,,,,,1,2,1,2,5,5,2,,1,2,2,1,1,5,1,4,6,1,7,4,1,1,240,240,15,15,180,1,3,4,2,.5,5,3,2,2,2,693
8.8333321,38.374397,1,2,1,5,1,1,4,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,1,1,5,6,1,1,4,1,1,180,180,10,10,90,1,.1,2,1,2,20,4,4,2,3,694
8.8283186,38.371037,1,2,1,10,2,1,2,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,1,1,15,6,1,7,4,1,2,120,120,15,15,105,1,2,2,1,2,30,4,2,2,2,695
8.8311958,38.373703,1,2,1,3,1,1,3,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,1,1,5,4,1,6,4,1,1,180,180,5,5,150,1,.2,3,1,1,15,3,3,2,2,696
8.8248091,38.365917,1,2,1,5,2,1,3,1,,,,,1,2,1,2,4,1,2,,1,2,2,1,1,1,1,5,4,1,6,4,1,1,90,120,5,5,75,1,1,3,2,2,15,-888,-888,-888,-888,697
8.8345575,38.375374,1,2,1,8,1,1,5,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,1,1,8,3,1,7,4,1,2,90,90,5,5,60,1,.40000001,4,1,.80000001,15,2,2,2,2,698
8.8349867,38.377811,11,3,2,,2,2,3,2,1,2,,1,1,2,2,,4,2,2,,1,2,2,1,1,1,1,5,6,1,1,4,1,1,120,120,3,3,80,1,.60000002,2,2,.80000001,10,2,2,2,2,699
8.8314629,38.37064,1,3,1,10,2,2,3,1,,,,,1,1,1,1,5,2,2,,1,2,2,1,1,5,1,10,3,1,7,4,1,1,120,120,30,30,90,1,1,3,1,1,15,2,2,4,2,700
8.8299313,38.369595,5,3,2,,2,2,4,1,,,,,1,2,2,,4,2,2,,1,2,2,1,1,5,1,15,6,1,7,5,1,3,90,90,5,5,60,1,.5,3,1,.5,15,4,2,2,2,701
8.8297939,38.369652,1,3,1,3,2,1,2,1,,,,,1,1,2,,4,1,2,,1,2,2,2,,,,,,4,7,4,1,2,120,120,10,10,120,1,2,2,1,1,15,-888,-888,-888,-888,702
8.74576,38.507622,7,3,2,,2,2,5,2,8,3,1,2,1,2,2,,4,2,2,,1,2,2,1,1,1,1,15,8,1,7,5,1,3,420,420,10,10,300,1,1,3,1,1,10,2,2,2,2,703
8.7451591,38.506596,1,3,2,,2,2,5,1,,,,,1,2,2,,4,3,2,,1,2,2,1,1,1,1,7,1,1,6,5,1,3,130,130,5,5,120,2,.5,2,1,.5,10,2,2,2,2,704
8.747304,38.510052,8,3,2,,2,1,4,1,,,,,1,2,2,,5,2,2,,1,2,2,1,1,1,1,10,3,1,7,5,1,3,-888,-888,15,15,-888,2,1,2,1,1,15,2,2,2,2,705
8.7443752,38.504192,8,3,2,,2,2,4,1,,,,,5,,2,,4,2,2,,1,2,2,1,1,1,1,3,3,1,7,4,1,1,180,180,5,5,120,1,.2,3,2,.1,5,2,-888,-888,-888,706
8.7447872,38.509136,8,3,2,,2,1,4,1,,,,,1,1,2,,5,5,2,,1,2,2,1,1,1,1,7,3,1,7,5,1,3,150,150,5,5,120,2,.5,2,1,.5,10,2,2,2,2,707
8.7535591,38.510601,8,3,2,,2,1,4,1,,,,,5,,2,,5,2,2,,1,2,2,1,1,1,1,8,5,1,7,5,1,3,180,180,10,10,120,2,1,4,1,1,10,2,2,2,2,708
8.7461691,38.506584,8,3,2,,2,1,4,1,,,,,1,2,2,,5,5,2,,1,2,2,1,1,1,1,4,3,1,7,5,1,2,-888,-888,10,10,-888,1,.60000002,3,1,.5,10,2,2,2,2,709
8.7442503,38.505898,8,3,2,,2,1,4,1,,,,,1,1,2,,5,3,2,,1,2,2,1,1,1,1,5,4,1,7,5,1,3,180,180,5,5,120,1,.5,2,1,.5,15,2,2,2,2,710
8.7417116,38.503906,8,3,2,,2,1,4,1,,,,,1,1,2,,5,5,2,,1,2,2,1,1,1,1,3,2,1,7,4,1,2,-888,-888,5,5,-888,2,.5,2,1,.2,5,2,2,2,2,711
8.7451258,38.502533,8,3,2,,2,1,4,1,,,,,5,,2,,5,5,2,,1,2,2,1,1,5,1,8,2,1,7,5,1,3,180,210,3,3,120,1,.2,2,2,.2,10,2,2,3,2,712
8.7453499,38.504627,8,3,2,,2,1,4,1,,,,,1,1,1,1,5,3,2,,1,2,2,1,1,1,1,7,3,1,7,4,1,2,75,75,5,5,60,1,.1,2,1,.2,5,2,2,2,2,713
8.7440529,38.505497,8,3,2,,2,1,4,1,,,,,1,1,2,,5,5,2,,1,2,2,1,1,5,1,4,3,1,7,5,1,3,180,180,5,5,180,1,.5,4,1,.5,10,2,2,2,2,714
8.7459593,38.503139,3,3,2,,2,2,2,1,,,,,5,,2,,5,3,2,,1,2,2,1,1,1,1,10,2,1,7,5,1,3,180,180,3,3,120,1,.2,2,1,.2,5,2,2,2,2,715
8.7461987,38.510502,8,3,2,,2,1,4,1,,,,,5,,2,,5,3,2,,1,2,2,1,1,5,1,7,4,1,7,5,1,3,180,180,15,15,150,1,.60000002,2,2,.60000002,15,2,2,2,2,716
8.7460022,38.506451,8,3,2,,2,1,4,1,,,,,5,,2,,5,1,2,,1,2,2,1,1,5,1,3,3,1,7,5,1,2,-888,-888,10,10,-888,1,.5,2,2,.5,10,-888,-888,-888,-888,717
8.7448931,38.505272,8,3,2,,2,1,4,1,,,,,1,2,2,,4,1,2,,1,2,2,1,1,1,1,5,2,1,7,4,1,1,360,360,3,3,120,1,.1,3,1,.1,5,2,2,2,2,718
8.8468103,38.408543,3,3,2,,2,1,5,1,,,,,1,1,2,,5,3,2,,1,2,2,1,1,5,1,4,2,1,7,1,2,1,-888,-888,5,5,-888,1,.5,2,1,2,20,2,2,2,2,719
8.9619598,38.674652,1,1,1,20,2,2,2,1,,,,,2,,2,,1,1,1,4,3,2,2,1,1,2,1,5,2,1,1,4,2,1,60,60,10,10,40,2,3,-888,2,-888,,-888,-888,-888,-888,720
8.9628363,38.673004,1,1,1,20,1,2,2,1,,,,,2,,2,,1,-888,1,3,5,1,,1,1,2,1,2,2,1,1,4,1,1,60,60,5,5,30,1,-888,2,2,-888,,-888,-888,-888,-888,721
8.9624043,38.67345,1,1,1,20,2,2,3,1,,,,,2,,2,,1,-888,1,2,5,2,2,1,1,2,1,2,1,1,1,3,2,1,120,90,10,10,30,1,30,3,2,2,20,2,2,2,2,722
9.0576248,38.777252,2,3,2,,2,2,4,1,,,,,1,2,2,,2,-888,1,2,1,2,2,1,1,5,1,8,12,1,6,4,1,2,90,90,10,10,60,2,3,2,2,3,15,-888,-888,-888,-888,723
9.1352558,38.744537,1,3,1,4,2,2,4,1,,,,,1,1,2,,4,1,2,,1,2,2,1,1,5,1,4,3,1,6,4,1,2,-888,-888,10,10,-888,1,7,3,2,1,10,-888,-888,-888,-888,724
9.2825937,39.097397,2,3,2,,2,2,2,1,,,,,1,1,1,2,4,2,2,,1,2,2,1,1,5,1,2,3,1,6,4,1,1,180,180,2,2,150,1,.2,4,1,.2,10,2,2,2,2,725
9.2826242,39.09745,2,3,1,5,2,2,3,1,,,,,1,1,2,,4,1,2,,1,2,2,1,1,5,1,8,2,1,7,4,1,1,180,180,5,5,150,1,.30000001,2,1,.2,5,2,2,2,2,726
9.2787619,39.091999,2,3,1,5,2,2,-888,1,,,,,1,1,1,1,4,1,2,,1,2,2,1,1,1,1,3,3,1,1,4,1,1,300,300,10,10,240,2,.30000001,2,2,.2,10,2,2,2,2,727
9.0510073,38.776608,1,1,1,24,2,2,5,1,,,,,2,,2,,4,1,2,,1,2,2,1,1,2,1,5,3,1,6,3,1,1,25,40,5,5,25,1,2,2,1,1,10,2,2,2,2,728
8.6063271,38.606804,1,2,1,3,2,2,2,1,,,,,1,2,1,5,4,2,2,,2,1,,1,1,5,1,3,4,1,6,4,1,1,85,85,2,2,75,1,.40000001,2,2,.2,5,2,2,5,2,729
8.8476019,38.498035,2,3,1,5,2,2,4,1,,,,,1,2,2,,5,2,2,,1,2,2,1,1,1,1,5,4,1,1,4,1,1,120,120,5,5,90,1,.5,2,1,.2,5,2,2,2,2,730
8.7440634,38.505489,2,3,1,3,2,2,2,1,,,,,1,1,2,,5,5,2,,1,2,2,2,,,,,,3,7,5,1,2,180,180,15,15,150,2,.5,2,1,.5,10,2,2,2,2,731
8.7514458,38.967442,2,3,2,,2,2,2,1,,,,,1,1,2,,4,15,2,,1,2,2,2,,,,,,1,6,1,1,1,140,120,5,5,100,2,.5,-888,2,.75,35,-888,-888,-888,-888,732
8.7507439,38.969952,1,2,2,,1,1,3,1,,,,,1,3,1,1,1,1,1,2,5,1,,1,1,1,1,30,4,1,6,3,1,1,120,110,2,2,80,2,.25,4,2,.012,15,-888,-888,-888,-888,733
8.7509203,38.972145,1,2,1,4,2,2,2,1,,,,,1,3,1,6,1,1,1,2,1,2,2,1,1,5,1,30,2,1,10,3,1,1,-888,-888,2,2,-888,1,3,2,1,.1,15,-888,4,3,2,734
8.7497892,38.974827,1,2,1,15,2,2,2,1,,,,,1,3,1,3,1,1,1,2,2,1,,1,1,1,1,10,6,1,1,1,1,1,140,120,1,1,60,2,6,2,1,1,10,2,2,2,2,735
8.7513065,38.969505,1,2,2,,1,1,4,1,,,,,1,3,1,5,1,1,1,3,1,2,2,1,1,-999,1,3,12,1,6,3,1,1,-888,120,5,5,-888,2,3,4,2,1,15,3,3,3,3,736
8.7552099,38.973347,1,2,1,3,2,1,4,1,,,,,1,3,1,1,1,1,1,2,5,1,,1,1,-999,1,15,7,1,1,3,1,1,180,140,1,1,150,2,.1,4,2,.25,15,-888,-888,-888,4,737
8.7522678,38.971722,1,2,1,2,2,2,3,1,,,,,1,3,1,1,1,1,1,-999,4,2,2,1,1,1,1,30,2,1,1,3,1,1,180,150,2,2,120,2,2,3,2,.1,5,-888,-888,-888,-888,738
8.7554045,38.975433,1,2,2,,2,2,2,1,,,,,1,3,1,5,1,10,1,2,1,2,2,1,1,5,1,2,6,1,1,3,1,1,180,150,1,1,120,2,.2,2,2,.1,10,3,3,3,3,739
8.7523069,38.974308,1,1,1,20,1,1,3,1,,,,,1,3,1,6,1,1,1,2,1,2,2,1,1,1,1,15,10,1,1,3,1,1,-888,-888,3,3,-888,1,.5,4,2,-888,,-888,-888,-888,-888,740
8.7523069,38.974064,1,2,1,10,2,2,4,1,,,,,1,3,1,4,1,1,1,2,1,2,2,1,1,1,1,20,4,1,1,3,1,1,150,120,5,5,100,2,1,-888,2,.2,10,-888,-888,-888,-888,741
8.764924,38.977165,1,2,-888,,2,2,3,1,,,,,1,3,1,8,1,15,1,2,1,2,2,1,1,1,1,15,12,1,1,3,1,1,-888,120,3,3,-888,1,1,3,2,1.5,35,-888,-888,-888,-888,742
8.7479944,38.985813,1,2,2,,2,2,3,1,,,,,1,3,1,4,1,1,1,2,4,2,2,1,1,1,1,8,3,1,1,1,1,1,120,110,1,1,60,2,.5,3,2,1,10,-888,-888,-888,-888,743
8.7625456,38.984592,1,2,2,,2,1,2,1,,,,,1,3,1,3,1,1,1,2,1,2,2,1,1,1,1,10,1,1,1,4,1,1,120,100,1,1,-888,1,3,2,2,-888,,-888,-888,-888,-888,744
8.7472401,38.989216,1,2,1,30,2,2,3,1,,,,,1,3,1,5,3,30,2,,1,2,2,1,1,1,1,5,10,1,1,3,1,1,150,120,1,1,-888,1,3,3,1,6,60,3,2,3,2,745
8.7480774,38.988834,1,2,2,,2,2,2,1,,,,,1,3,1,3,1,2,2,,4,2,2,1,1,2,1,1,12,1,1,1,1,1,120,100,1,1,80,1,1,4,2,2,15,3,3,2,2,746
8.7482176,38.987244,1,2,2,,2,2,2,1,,,,,1,3,2,,1,1,1,4,1,2,2,1,1,1,1,2,12,1,1,4,1,1,-888,-888,1,1,-888,2,.15000001,-888,2,4,15,3,3,3,3,747
8.7490053,38.984512,1,2,2,,2,2,1,1,,,,,1,3,2,,1,1,1,2,-999,2,2,1,1,1,1,0,,1,1,1,1,1,150,120,1,1,-888,2,.050000001,3,1,2,1,3,3,3,3,748
8.747159,38.989727,1,2,1,30,2,2,2,1,,,,,1,3,2,,1,1,1,2,1,1,,1,1,2,1,15,2,1,1,3,1,1,120,100,1,1,90,1,30,4,1,6,60,4,3,3,4,749
8.7476969,38.987892,1,2,1,30,2,1,4,1,,,,,1,3,1,2,2,15,2,,1,2,2,1,1,1,1,2,3,1,1,1,1,1,150,120,1,1,80,2,30,3,1,2,60,2,2,2,2,750
8.7479239,38.987644,1,2,2,,2,2,3,1,,,,,1,3,1,3,3,3,2,,4,2,2,1,1,1,1,3,3,1,1,1,1,1,150,120,1,1,90,2,30,2,1,2,100,3,3,3,3,751
8.7525272,38.968632,1,2,2,,1,1,3,1,,,,,1,3,1,6,1,1,1,2,4,1,,1,1,1,1,5,2,1,1,3,1,1,-888,-888,1,1,-888,1,.1,2,2,.25,10,-888,-888,-888,-888,752
8.7500629,38.986546,1,2,2,,2,2,2,1,,,,,1,3,2,,1,1,1,2,1,1,,1,1,1,1,15,2,1,1,3,1,1,100,90,1,1,-888,2,.5,3,2,.2,3,3,3,3,3,753
