,lat,long,garbage_distance,road_safety,road_rainy_season,distance_piazza,distance_leghar,distance_minibus,distance_motorcycle,distance_light_rail,healthcare_distance,healthcare_satisfaction,bl_sd45,satisfaction_education,water_unavailable_valYES_when_bl_dw19_val1,water_unavailable_valNO_when_bl_dw19_val1,water_source_cooking_val1_when_bl_dw31_val2,water_source_cooking_val2_when_bl_dw31_val2,water_source_cooking_val3_when_bl_dw31_val2,water_source_cooking_val4_when_bl_dw31_val2,water_source_cooking_val5_when_bl_dw31_val2,water_source_cooking_val6_when_bl_dw31_val2,water_source_cooking_val7_when_bl_dw31_val2,water_source_cooking_val8_when_bl_dw31_val2,water_source_cooking_val9_when_bl_dw31_val2,water_source_cooking_val10_when_bl_dw31_val2,water_source_cooking_val11_when_bl_dw31_val2,water_location_cooking_val1_when_bl_dw31_val2,water_location_cooking_val2_when_bl_dw31_val2,water_location_cooking_val3_when_bl_dw31_val2,water_interruptions_cooking_valYES_when_bl_dw31_val2,water_interruptions_cooking_valNO_when_bl_dw31_val2,pit_latrine_depth_val1_when_bl_dw39_val1,pit_latrine_depth_val2_when_bl_dw39_val1,pit_latrine_depth_val3_when_bl_dw39_val1,toilet_num_households,garbage_frequency_val1_when_bl_dw46_val1,garbage_frequency_val2_when_bl_dw46_val1,garbage_frequency_val3_when_bl_dw46_val1,garbage_frequency_val4_when_bl_dw46_val1,garbage_frequency_val5_when_bl_dw46_val1,other_drain_valYES_when_bl_dw53_val2,other_drain_valNO_when_bl_dw53_val2,electricity_source_val1_when_bl_dw56_val1,electricity_source_val2_when_bl_dw56_val1,electricity_source_val3_when_bl_dw56_val1,electricity_source_val4_when_bl_dw56_val1,electricity_source_val5_when_bl_dw56_val1,electricity_payment_val1_when_bl_dw56_val1,electricity_payment_val2_when_bl_dw56_val1,electricity_payment_val3_when_bl_dw56_val1,electricity_payment_val4_when_bl_dw56_val1,electricity_payment_val5_when_bl_dw56_val1,electricity_always_valYES_when_bl_dw56_val1,electricity_always_valNO_when_bl_dw56_val1,electricity_interruptions,electricity_outages_length,education_distance,water_source_drinking_val1,water_source_drinking_val2,water_source_drinking_val3,water_source_drinking_val4,water_source_drinking_val5,water_source_drinking_val6,water_source_drinking_val7,water_source_drinking_val8,water_source_drinking_val9,water_source_drinking_val10,water_source_drinking_val11,water_location_drinking_val1,water_location_drinking_val2,water_location_drinking_val3,water_interruptions_drinking_val_NO,water_treated_val_YES,water_treated_val_NO,water_quality_concerns_val_YES,water_quality_concerns_val_NO,water_satisfaction_val1,water_satisfaction_val2,water_satisfaction_val3,water_satisfaction_val4,water_satisfaction_val5,water_drinking_cooking_same_val_YES,toilet_type_val2,toilet_type_val3,toilet_type_val4,toilet_type_val5,toilet_shared_val_YES,toilet_shared_val_NO,garbage_disposal_val1,garbage_disposal_val2,garbage_disposal_val3,garbage_disposal_val4,garbage_disposal_val5,garbage_disposal_val6,garbage_regular_val_NO,waste_water_disposal_val1,waste_water_disposal_val2,waste_water_disposal_val3,waste_water_disposal_val4,waste_water_disposal_val5,storm_drain_val_YES,electricity_access_val_NO,lighting_source_val1,lighting_source_val2,lighting_source_val3,lighting_source_val4,lighting_source_val5,lighting_source_val6,cooking_fuel_val1,cooking_fuel_val2,cooking_fuel_val3,cooking_fuel_val4,cooking_fuel_val5,cooking_fuel_val6,cooking_fuel_val7,cooking_fuel_val8,cooking_fuel_val9,cooking_fuel_val10,cooking_fuel_val11,road_type_val1,road_type_val2,road_type_val3,road_type_val4,road_type_val5,healthcare_used_val_YES,healthcare_used_val_NO,education_used_val_YES,education_used_val_NO,satisfaction_num_classrooms_val_NaN,satisfaction_num_classrooms_val_1,satisfaction_num_classrooms_val_2,satisfaction_num_classrooms_val_3,satisfaction_num_classrooms_val_4,satisfaction_num_classrooms_val_5,satisfaction_num_textbooks_val_NaN,satisfaction_num_textbooks_val_1,satisfaction_num_textbooks_val_2,satisfaction_num_textbooks_val_3,satisfaction_num_textbooks_val_4,satisfaction_num_textbooks_val_5,satisfaction_cost_textbooks_val_NaN,satisfaction_cost_textbooks_val_1,satisfaction_cost_textbooks_val_2,satisfaction_cost_textbooks_val_3,satisfaction_cost_textbooks_val_4,satisfaction_cost_textbooks_val_5
1632,9.0356474,38.545338,3,1,3,120,-888,60,85,120,4,-888,4.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 14.],[ 14.],[ 14.],0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1633,9.0365238,38.545807,1,1,4,-888,-888,90,100,-888,-888,1,-888,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,[ 10.],[ 10.],[ 10.],0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1634,9.0387316,38.547806,2,1,4,180,240,40,40,180,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 15.],[ 15.],[ 15.],0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1635,9.0360842,38.549381,1,1,2,90,-888,60,80,90,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 2.],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 10.],[ 10.],[ 10.],0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1636,9.0348587,38.574699,-777,1,3,-888,-888,20,20,50,-888,-888,-888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 3.],[ 3.],[ 3.],0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1637,9.0424604,38.574776,20,1,1,60,-888,30,30,-888,-888,2,-888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 7.],[ 7.],[ 7.],0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1638,9.0411892,38.498737,-777,1,2,90,90,15,20,60,0.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 20.],[ 20.],[ 20.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1639,9.0668354,38.496456,-777,4,1,90,150,2,2,120,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 12.],0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 6.],[ 6.],[ 6.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1640,9.0644073,38.532345,-777,4,2,-888,-888,2,2,-888,-888,-888,-888,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 15.],[ 15.],[ 15.],0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,9.0374889,38.532906,-777,2,4,-888,-888,90,90,-888,5,1,-888,-888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[ nan],[ nan],0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,9.0411472,38.497898,2,1,1,-888,-888,10,35,60,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,[ 2.],0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 3.],[ 3.],[ 3.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,9.0725718,38.671127,10,2,1,90,90,15,30,90,10,2,3,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 2.],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,[ 3.],[ 3.],[ 3.],0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,9.0645771,38.676659,15,3,3,60,120,15,30,60,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,[ 15.],[ 15.],[ 15.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1645,9.0548639,38.489754,3,2,3,-888,-888,2,2,-888,1,-888,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 11.],0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,[ 3.],[ 3.],[ 3.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1646,9.0729599,38.680782,-777,2,3,60,120,10,10,90,5,1,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[ 10.],0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 6.],[ 6.],[ 6.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1647,9.0766735,38.673855,-777,1,1,45,-888,10,10,45,4,2,1,-888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,[ 4.],0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,[ 7.],[ 7.],[ 7.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,9.0744877,38.681015,30,4,3,60,120,10,10,60,4,4,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 10.],0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 10.],[ 10.],[ 10.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1649,9.0733681,38.678719,-777,2,3,60,180,10,30,60,2,1,-888,-888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,[ 30.],[ 30.],[ 30.],0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,9.0729542,38.676201,2,2,2,60,-888,15,20,-888,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 4.],0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 3.],[ 3.],[ 3.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1651,9.0749722,38.675945,-777,2,3,60,90,10,20,60,1,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,[ 3.],0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 5.],[ 5.],[ 5.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1652,9.0504456,38.565479,5,1,3,60,-888,10,10,40,-888,2,-888,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[ nan],[ nan],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1653,9.0522366,38.566032,15,1,2,40,60,5,10,40,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 2.],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,[ 10.],[ 10.],[ 10.],0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1654,9.0739851,38.681957,5,4,2,20,-888,5,20,20,-888,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,[ 4.],0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,[ 30.],[ 30.],[ 30.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,9.0787334,38.678394,-777,2,4,30,-888,20,30,60,-888,-888,-888,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 5.],[ 5.],[ 5.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,9.0701704,38.677052,-777,1,1,60,-888,5,15,90,-888,1,-888,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 4.],0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,[ 0.],0,[ 0.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,9.0743084,38.675068,-777,5,1,30,60,7,15,30,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 0.],0,[ 0.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1658,9.0624886,38.672287,10,2,3,60,120,20,5,60,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,[ 5.],[ 5.],[ 5.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1659,9.0676575,38.496765,-777,2,1,80,-888,10,10,60,1,4,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 5.],0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 3.],[ 3.],[ 3.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1660,9.0460243,38.502354,10,2,3,-888,-888,20,25,-888,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 16.],[ 16.],[ 16.],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1661,9.038022,38.772774,3,2,1,30,40,5,5,30,1,4,1,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[ 2.],0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 2.],[ 2.],[ 2.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,9.0727682,38.677086,5,2,2,70,80,5,20,60,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,[ 3.],0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 4.],[ 4.],[ 4.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1663,9.0698338,38.678204,-777,2,2,-888,-888,5,5,-888,-888,-888,-888,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 3.],[ 3.],[ 3.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,9.0657015,38.679005,3,2,3,60,-888,30,20,60,2,3,3,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 3.],0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 4.],[ 4.],[ 4.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,9.0776548,38.681416,-777,2,2,60,120,5,5,60,1,5,0.25,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,[ 30.],[ 30.],[ 30.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,9.0652103,38.530632,-777,2,2,90,-888,5,5,-888,5,2,0.5,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 2.],0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 10.],[ 10.],[ 10.],0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,9.0759821,38.671844,-777,2,3,60,90,10,30,60,1.5,2,-888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[ 6.],0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 3.],[ 3.],[ 3.],0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1668,9.1626062,38.786484,-777,2,3,90,110,10,20,90,0.25,2,-888,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,[ 10.],[ 10.],[ 10.],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
